Date,Time,Ratings,Review_Title,Review_comment
6/7/2023,11:16:00 PM,1,How Urban Company is fooling customers ,"Recently Urban Company found a new way to con customers, by offering laptop repair services by Thugs appointed by them as partners.

Considering we were a happy customer using non-technical services, we tried our luck in getting our laptop repaired by their partner named Radha Krishan Rakhija, who very casually opened our HP Pavilion 360 Laptop without scanning the machine as he was attending multiple phone calls which damaged the touch screen, USB port & fan. The ONLY issue was with the speed of the laptop for which he suggested to remove the HDD and replace it with SDD for which the quote was approx. 3k. He got this job by promising that he can fix this in 15-20 mins as that was a mere replacement of HDD with SDD, but instead of replacing the SDD properly, he damaged the touch screen, USB port & fan.

Since he couldn’t fix the laptop on 26th May and we insisted to keep the job pending as the asset was damaged, he came to collect the laptop on 28th May by promising to hand it over on 29th / 30th May at max but he went silent for 4 days and when we reached out to him if touch screen and fan is repaired, he confirmed that both were working fine(screenshot of chat attached). On 1st June, he sent a quote of Rs 5654/-(screenshot of chat attached) in which he mentioned spare parts replacement as SSD+ RAM+ USB Port and when we pushed back on RAM(as he initially suggested to not add RAM as SSD would be sufficient), he very conveniently suggested to leave it. In the evening he visited our place and narrated a new story that now the motherboard is damaged and total spend will be Rs 15k, which made me 100% sure that we are being conned by him. When I mentioned that all his conversations are recorded through CCTV camera and none of it matches with the fresh diagnosis which he produces every single time, he got scared and offered to replace the motherboard at his own expense. For almost 1 hr, he was pleading to take our laptop once again to his shop to repair it but since he was not willing to add the motherboard expense to the quote, we escalated this matter to Urban Company. While Urban Company was investigating the matter, the technician closed the job and now Urban Company has removed the chat from their system to safeguard his partner.

Very smartly, they assigned 1 more technician(Sudhanshu Mohan Dixit) who came to our place on 3rd June and obviously played smartly by demeaning the earlier technician and promising to repair all the faults and accepted on camera that motherboard is working fine. He also showed us multiple connectors broken(1 pic attached) which may have damaged touchscreen connection. The 2nd technician promised to return the laptop by 4th Jun and now when we are checking with him, he is not responding at all.

Urban Company not just have army of con-mans as their partners but the contact centre executives are equally trained to fool their customers. The CC executive started batting from their partners end and called us today stating the motherboard was damaged and it was confirmed by both the technicians and we have to bear the cost of it until the time it is replaced, touchscreen as well as the USB port will not function.

Every single day, they buy time for 1 more day assuring that the matter will be resolved to our satisfaction whereas they have a complete nexus of trained professionals at all levels to fool customers.

My today’s submission to the call from the smart call centre executive for our escalation is to throw the laptop in dustbin as now I am going to share daily, video clips of their partners who came to my place and have been continuously trying to fool us."
6/5/2023,10:19:00 PM,1,Air condition service,"Very very worst service by UC, i called them for repairing my AC , they charged 7800, replaced part n filled gas, but with in 2 days same in bad condition, i called them multiple time to convey that service has not done properly but no proper response..

For 1st time they ll attend properly as it is paid n they ll not at all response properly if it's in under warranty period..i recommend never ever use such 3rd class service provider"
6/5/2023,9:17:00 PM,1,Pathetic ac servicing,"I placed order for 3 air conditioner servicing with urban company.

First ac plastic part broken by the technician. Beep noise stopped while changing temperature/on off/mode change. Samsung ac.

Second ac newest one -motherboard destroyed. Took it for repair and returned it after 3 days. Motherboard repair costs 4000 paid by urban company. Hisense ac.

Third ac - Digital display one digit stopped growing. Left it like that. No repairing done. LG ac

I am repenting now why l did not called the company technicians for servicing who has better knowledge of their product.

Urban company technicians don't know anything about ac servicing and just work like car wash personnel.

They were doing video call with urban company call center to open the motherboard.

Never do servicing with urban company if you want to keep your expensive ac safe."
6/1/2023,5:57:00 PM,1,Customer,"The company is a cheat and will only do what they think is clean, generally the company policy is very bad and their standards are below basic standards . Better using local people, their system of timing is all over the place, the time slots do not mean anything ! Substandard service, they are just interested in money and not service !"
5/28/2023,,1,Gas leakage caused and condenser damaged,"I had breakfast booked for my four AC servicing at 1950 which were running fine. They caused gas leakage in one AC and caused condenser damage in another AC. They are not equipped to even open and check the AC rightly. After making servicing payment, we are made to pay 3500 for gas filling in one AC and 10000 for condenser repair and gas filling in another AC. So total loss of 15450. So boycott urban company."
5/25/2023,6:04:00 PM,3,UrbanCompany Technicians are fraud. BAN THE COMPA,"I called for AC service. Technician came did service and said AC is not cooling may be gas not there. I told him its a 2 years old AC it shouldn't have problem. He checked and said gas is empty need to fill orelse compressor will have problem. I told him check for leakage and fill the gas, he did checking of leakage and filled the gas and charged 2500/-. Now we got to know that again gas is empty and there is a leakage. I could not call the Urban Company because there is no customer care number and chat is not helpful in the APP.I calledtechnician and he is tellingwarrenty is over, its only for 3 months i cannot help you. Already your company have very bad reviews on servicing. Whoever opt for any appliance later they face something than the other repairs on that. I mailed the issue to Urban Company but reply came resolve your issue in APP. HOW GOVERMENT IS ALLOWINH THIS COMPANY WITHOUT CUSTOMER CARE NUMBER IN APP ????If there is no Customer Care number how can we give feedback and resove our problem after service. URBAN COMPANY IS FRAUD AND CHEATING CUSTOMERS."
5/22/2023,4:50:00 PM,1,Urban Company is making fool to the Customers.,"I have booked a Inverter servicing from Urban Company. For that they have charged Rs249 + tax. The package includes Distilled water top up and cleaning services.

Now when the professional came he was asking money to buy distilled water, transportation cost to bring the distilled water.

Now this ?249+tax is for only to see the face of the professional, you like the face or not that's upto your choice.

Now if you agree for the extra money for distilled water, he will ask for the transportation cost for bringing the distilled water.

If you call any professional for distilled water top up from a local inverter dealer they will charge you Rs 60 without cleaning or servicing.

Never ever go for any Inverter Service from Urban Company."
5/22/2023,7:52:00 AM,1,Unprofessional service provider,"Urban Clay's setvice providers are unreliable. After fixing a time slot they kept changing the time slot and didn't respond to my calls. The urban clap site ask to use my registrade phone number, but calling from the number doesn't get response. The service provider doesn't report at all and I had to ask urban clap to cancel, loosing 100rs due to no fault of mine. I had yet to get the refund"
5/18/2023,9:10:00 AM,1,Urban Clap should shut the company.,"I am an interior designer. I schedule a slot of morning 8 am for my client house after I completed my interior, total 4/5 people came from urban clap. I booked a 2Bhk premium cleaning + glue, paint stain removing extra. The cleaners didn't know how to remove stains, they told me you just wasted your money by booking 600 Rs extra for that work as we don't even know how to remove those. Later one of the guy started using a sharp tool on the door panelling of the bedroom, it had corian on it. There are scratches on an expensive material now. I called UC customer care to alot me someone professional, they told me that I should not worry as he will arrange me someone better, felt relief after hearing this, they scheduled me 2:30 or 3 arounda new team and I asked the old team to leave but in anger 3 cleaners went inside the washroom and started spitting and making the washroom dirty. My copartner asked them to leave in anger. From that time till now I was calling and chatting with UC constantly for the action on the scratch and the exact timing of new teamto make sure the work gets completed on time as my clients were going to move in. It's 4:30 now, the senior confirmed, no one will be able to come till Wednesday and today is Monday. In all the calls from 12:30 to 4:30, no one had guts to speak the truth that they can't alot me any professional. My waste of time, lost of my energy and my client disappointed is all I got.

Bhavya anand, Saurav Kumar and one their senior assisted me with nothing but a failure of Urban clap.

I have been fined 50000 by my client now, as his house warming party was spoiled, I think Urban clap should bare this fine + bare the repairs which we will have to do because of those scratches which were made purposely."
5/16/2023,5:02:00 PM,1,Not Sport CT category manager,Urban company me dhoka denewale bahot hi jarurt pe kam denge nahi to kam se nikal denge total ford vedant sahil or bhi bahot se ling hi jo ford. Or matlabi hi
5/12/2023,2:20:00 PM,1,AC gas refill,"Worst experience ever there child professional's who refill 410a gas in my r22 compressor and took 2500 rs

and after 5 days ago my compressor stuck into a high amp mode and dead now .they asks for 12000rs to replace with the new one ...don't book there service just hire any local guy near u"
4/23/2023,8:07:00 PM,3,Worst service,"Urban Company I had worst experience with them in taking AC service, their professional has broken my 2 AC and took 8000 rs and now I am complaining and asking for refund, , they are saying that professional is saying our AC was broken already before they serviced so they cannot refund money. This really shows about Urban company that they don't believe in customer who spent money and bear loss and I my loss is of 48k as I have to purchase new AC because of them...I really want to tell people think before taking any service from urban company. They are very very unprofessional when something wrong happens from their side. Worst experience."
4/21/2023,1:06:00 PM,1,Ac gas refilled.. gas leaked in a day…,"Total bullshit behaviour of ac servicing team, repair team & help centre…

I booked a revisit after a day of ac refilling because ac wasn’t cooling.. professional dint come on the mentioned slot n when i called him after 45 mins of waiting for him , he straight away said he has no more bookings for the day…n when i made him recall he said straightaway kal aa jaunga… i pinged help centre but as they couldnt connect with professional , help centre put the query for today… around 11am… i pinged help centre around -12:20 pm, they said they hv no slots available for today & tomorrow… but as u know things are faulty at ur end why should me n my kids shud suffer in this scorching heat..totally unacceptable… now as i meed the services so hv booked the slot for sunday but definitely wud delete this app n wudnt b ur customer in future n also wud spread the word
"
4/19/2023,12:07:00 PM,1,NIGHMARE WITH URBAN COMPANY : CHEATED,"IN PUBLIC INTEREST I MAY INFORM ALL NEVER EVER TAKE SERVICES OF URBAN COMPANY. THEY ARE CHEATED THEIR CUSTOMERS AND TAKING NO PAINS OF THEIR CUSTOMER’S ISSUES, COMPLAINTS AND QUERY. RECENTLY I HAVE OPTED THEIR SERVICE FOR AIRCNDITIONER SERVICE (GAS FILLING JOB). FIRST THEIR TECHNICIAN FILLED GAS IN MY AC, GOT LEAKED, REASIGN AGAIN BY URBAN COMPANY, IN HIS SECOND VISIT HE DAMAGED MY AIRCONDITIONER AND SPOILED IT TOTALLY. HE BROKE CONDENSOR, TEAR AND TORE COOLING COIL CABLE. BEFORE IT CAME TO MY NOTICE THAT MY AC GOT DAMAGED, URBAN COMPANY INITIATED REFUND OF RS. 3000.00 AGAINST GAS FILLING CHARGES WITHOUT ANY DELAY, THUS IT SHOWS VERY CLEARLY THAT THEY KNOW WHAT THEIR TECHNICIAN DID WITH MY AC. WHEN I REGISTER COMPLAINT FOR THE DAMAGES RS. 10000.00, THEY REFUSED IT TO HONOUR, NEITHER THEY ARE INTERESTED TO HEAR ANYTHING FROM CUSTOMER NOR THEY TAKE ANY RESPONSIBILITY OF THEIR TECHNICIAN. IN THEIR MOBILE APPLICATION WHAT THEY DID AND DO IS ASSIGN A NEW EXECUTIVE EVERY HALF AN HOUR AND EVERY TIME EVERY PERSON JUST ASKED “MAY I HELP YOU”, NOTHING ELSE.

“BEWARE OF THESE CHEATERS AND FRAUDESTERS”"
4/17/2023,1:37:00 PM,1,Froud Company and Agent have no knowledge,"HI

Few days ago I had used Urban company professional service for my AC. The person was disgusting, he has lose AC gas bolt, AC is not working anymore. When I call to agent then he told me no gas in you AC if you permit then I refill gas on my personal level.

I need urgent help."
4/16/2023,6:01:00 PM,1,Can I give a 0 star to their repair services?,"This is regarding one of my refrigerator repair services. I had booked one of their services for repairing our LG side by side fridge. They send random unskilled person who have no idea regarding what they are doing.

Moral of the story is- Our fridge is now nothing but a toy, all thanks to their'trained' service provider. The LG representatives denied to even touch the fridge as the tamper was beyond repair.

Now after repeated complaints over the last 2 3 days, they are taking no responsibility other than refunding the service amount. Their customer service is even pathetic. Nobody bothers to take any complain, forget being responsible for their services.

They will not escalate such a major issue and will continue sending random untrained people to your home.

Can we take any legal actions?"
4/16/2023,5:14:00 PM,1,Be prepared for Spam!,"I keep getting multiple offers per day via notifications on my mobile (iPhone), despite “promotional offers” turned off in their App. I tried to delete my account but would not get an OTP for this! For me, these are red flags on trustworthiness. I have removed their app without using their services."
4/16/2023,2:01:00 PM,1,Frauds Urban Company,They will only charge you and will not deliver any service..and you can't even get in touch with their customer care..I will suggest never trust Urban Company they are cheats.Pls beware of them.get your service done from a local vendor that will be more reliable..
4/14/2023,12:10:00 PM,1,Corporate thieves.,"Been a customer for 5 years! Most of their technicians were unprofessional and inexperienced also negligent! Lost thousands of rupees in the name of A/C repairs and gas fillings, no proper resolutions or fair trade by them.

Unregistered and uninstalled the app after talking to their customer support as they are purely money minded and stubborn commercial, corporate thieves who relay on people by consuming blood just like parasites."
4/5/2023,10:50:00 PM,1,AC Service,Worst service and damaged my Healthy AC .even complaint raised also no one taken this issue ...very very very very pathetic service ..don't book
4/5/2023,1:36:00 PM,1,Poor service by Urban company,"Very Poor service by urban company.

I got my gyser Repaired( Element Change) in Rs.1300 and it worked only for 40 Days.Now gyser has stopped working. Very Poor Service even the local service is better than UC. Local Service charges are very less also.

I will suggest do not opt for UC services, Because local serivceman are coming and doing service. They are using local spare parts.

Please do not opt for UC services."
4/1/2023,10:45:00 AM,1,AC Service Failure!,"Over the past two weeks, numerous technicians from Urban Company have worked in our home as we were renovating. Among them was Nouman Khan, AC Technician. He charged us Rs.10, 000/- on 23 March for service of 3 split ACs. We later found that he took the money personally, not as Urban Company. Moreover, the ACs are now not working properly. This was a service call, not a repair call and he seems to have deliberately spoilt the ACs. We want the ACs to be restored to full working order."
3/26/2023,2:04:00 PM,2,No timing,"Very bad timing in resolution.very unprofessional in

Identification of trouble in ac servicing and delayed response."
3/17/2023,3:52:00 PM,1,Fraud by urban company,Beware of this company whose technician fooled me by saying my led display need to change for rs 7500. Charged rs 308 for visiting. I later opened tv myself just cleaned connecting cable. Now working fine. See pics old and new
3/7/2023,10:03:00 PM,4,Good platform,Very good platform with all services together.customer support is awesome.far better than competitors like Nobroker.very much helpful for busy urban Life
2/26/2023,,1,Fake promotion,"App is very difficult to use, not user friendly. Many options are confiding in urban company, my option was not listed, we couldn't get what we are looking for, customer care was not reachable , there is no one to complain if you are not satisfied."
2/22/2023,11:49:00 AM,1,Poor Service by URBAN Company,"Very poor service by Urban company, they hired untrained/un-skilled technicians for service and repair, they may break or damage your gadgets, just like mine. Even they are not able to clean the gadgets while doing service. Not recommend the services of URBAN COMPANY. After raising the issue they are not ready to give a resolution and told to book again to repair the items, which their service technician broke and damaged."
2/15/2023,8:23:00 PM,1,Fraud company and no service,I booked a plumber to check for smell from a sink pipe . He calls me half an hour before the booked time and says he is going to replace the entire pipe . I said it’s not necessary as we know the issue . Says then I won’t come and you cancel the service . Just like Uber drivers who say you cancel . This company says cancel before 3 hours but how to do if the technician declines half an hour before time slot . They have taken the membership money too . Asked for refund but they don’t respond . No customer care on their app . Basically no one to contact . Fraudster.
1/31/2023,7:06:00 PM,4,Good,"I am not allowed to have my own ‘Introduction’

They first force me to fill in my profile details, and then when I do that, they change everything I’ve written, and write whatever the heck they want, in my name. So dear urbanclap, why ask me to fill in the details at all? And why the heck are you making it look like I wrote this crap, with such sad choice of words?!"
1/29/2023,10:25:00 AM,1,Most unreliable and unprofessional services,Never come on time. Very unprofessional. Totally unreliable. Called two times. Promised to come on time. Do not pick calls
1/17/2023,2:21:00 PM,1,Curtains destroyed - no repair afterwards,"During the part time cleaning my curtains were partly destroyed

I reported that issue and UC told me to they will send an expert to repair

So far so good

Yesterday at 12:00 was the fix time for it

At 15:40 I got the call from UC: Sir, the expert is at your building”

But I was not because I need to work in order to pay as well the services I book through their APP.

So first appointment failed

I got a call with apologies- and a new appointment was fixed. I was assured today at 10:30 will be the time he will come

Instead of the expert I got a phone call telling me “ the expert will come at 15:30”

What is that?

I changed my day routine a second time due to the confirmation of this company?!?!

I insisted someone will come because I can not stop working a third day this week….

So I got confirmation after 15 minutes"" the expert will come 10:30""

Now it is 12:50 and still no one showed up.

This is rediculous and I am thinking to report this matter to consumer protection as I feel not treated as I should be.

This is the worst experience I have had with a company in Dubai."
1/4/2023,9:20:00 PM,1,Fraudulent Service given by Untrained Servicemen,"We have used Urban Company a couple of times at my office for services like bathroom cleaning and plumbing during the pandemic in the year 2020. And twice I myself used their service at my residence once for PC repair and another time for water purifier service.

For the PC Repair, they have sent a third-party employee who came and replaced the HDD and SMPS. For the same, he charged us Rs. 7249/-. Plus visiting charges of Rs. 299/- that I paid earlier while booking the service. He replaced the HDD with a new 1 TB HDD. No cash memo or warranty card for the HDD was given.

Each time the service of Urban Company didn't meet my expectations. But during the pandemic at the office, we were left out of options as the housekeeping staff was not available. And our regular plumber was not responding to calls. The servicemen are not properly trained. Each time the work was disatifactory.

What I understood is that Urban Company lacks in giving the required training to the individual before starting to send them for work.

I personally won't recommend taking service from Urban Company(UC)."
1/4/2023,8:32:00 PM,1,Got cheated,"I booked a slot for getting my refrigerator repaired, they charged me before hand only and when the mechanic was supposed to come they said we are sorry we cannot come your booking has been cancelled and there is no refund mentioned also.... They really cheated me"
12/27/2022,3:22:00 AM,5,Urban company business man,"This company gives you more jobs than u have paid for and u can earn around 2lac per month, i don't know why people have posted so many negative reviews about UC but im having a great experience with good money."
12/26/2022,9:03:00 PM,1,It's a team of fraudsters,"It's a company of fraudsters. They installed a poor quality, second hand and an unfit compressor in my AC and charged me more than 10000 for that. I have been raising multiple complaints since the day it has been installed ie 29 Aug 22 and till now there is no resolution. Twice they have sent their senior engineers to validate and they all have validated it's a faulty compressor. Still they are not replacing the compressor. Luckily this time i have the recordings of the engineer mentioning the fault which i will be using against them in consumer court and filling a police complaint. Guys just don't use their services, they are simply fraudsters."
12/26/2022,12:54:00 PM,2,Aircon Condenser cleaning,"Usually when someone clean our air condenser w water. Apparently due to sunshine, my below units hung clothes unable to do it. Not sure how clean is going to be without water cleaning,

The UC App- there is no link for me to communicate to check the cleaning method. I only know about it when I pay the price.

The UC application need a link for ask to seek clarification before we place order. My rating for the App is poor due to one way communication. Please improve UC App. Unless is so complicated that there is a hidden link that I cannot find. Pls simplify your App w the option for us to query before we proceed."
11/28/2022,9:36:00 PM,1,"Never go for Chimney Service with Urban Looteras,","Paid 3k for motor change and in 4 months it stopped working.

I have got completely cheated by Urban Company and will repent it long. I had booked Urban Company to solve the fan not working issue of my Island chimney, they came and told that it is a motor issue and they need to rebind the armature and change the bush, capacitor and charged around 3, 000/- and the fraudulent mechanic said he will give the capacitor in 400/- for which the company will charge 800/-, and I agreed. After 2 weeks they came back and reinstalled the chimney and I caught them red-handed that capacitor was not changed but billed, then with initial denial, when I showed them the picture of the capacitor that I have already taken earlier and the serial number matched, then they gave a new capacitor with some lame excuses. Now just after 4 months the chimney is again not rotating and their mechanic came(Name is Sushil Kumar Das, the cheater) and said its a motor problem and blamed the earlier mechanic and said nothing was changed. Then I called the previous mechanic, after one and a half week of excuses he finally didn't came and misbehaved over phone. Then I made a booking and he got allocated, which he cancelled from his end and thus got assigned to some other mechanic, to avoid me.Now I am with a non-working chimney and a loss of money."
11/26/2022,1:51:00 PM,1,Am a,"Am a business partner with this company , very very fraud company.This was my last business given , in app showing my commission amount and dont get payment in bank.in file login time one guy was active through disbursement.but banker confirmation got tat guy didnt pick calls.customer care number also fraud.not in use tld.very very bad service in this company."
11/21/2022,1:48:00 AM,1,"Completely Unreliable, horrible experience","They cancelled the booking twice, minutes before the assigned time. Never showed up and wasted two full days by stalling the service Please spare yourselves and don't book this service ever. Extremely unprofessional and completely unreliable."
11/15/2022,8:11:00 PM,1,Unethical AND unresponsive,"This review is not about a specific service but about my interaction with the company staff. On one of my cleaning jobs, the person assigned damaged a few mirrors and glasses in my apartment. While UC has a policy to reimburse customers for such damage, it has been an absolute nightmare to get their escalation team to respond and move forward. We have had multiple calls(5+ by my count) and yet I have no idea how I am supposed to get my refund. They don't stick to their deadlines and they don't have a number to call so you are left in the hands of their very poor customer servive. I have about INR 30K+ of damages but due to ""company policy"" they are only going to reimburse me for INR 10K. All my conversations have shown that this company has been extremely unethical and immensely stingy to the point I believe they may have violated consumer protection laws(I am looking into it).

Do you know the worst part? They make the struggling people who do the job pay 50% of all damages EVEN THOUGH they have insurance! These are low-income struggling hardworkers who make mistakes and yet have to give money out of their pocket to a company swimming in crores. I find it absolutely horrfying for a company to stoop so low. I look forward to the the day the headlines talk about their bankruptcy - no company this unethical can or will survive."
11/13/2022,10:37:00 AM,1,Eye lash extention,I had the worst experience with UC. They confirme my booking on 12Nov Saturday and I got a call few hours that no one is available to do The Eye lash service and they had to resched the following day 13th Nov. I had to cancel my previously booked appointment for this eye lash booking. And to its massively dissapointing that no one turned up to do the service and not even a call. How unprofessional. My weekend is so important as I am a working mom and this is what I experienced.
11/12/2022,,1,NOT RELIABLE,The service for cleaning home was requested.realised by daughter that valuable watch was pilfered. Do not recommend these services .
11/5/2022,12:53:00 PM,1,Eyewash chimney cleaning,"More focus on external cleaning. As claimed, no deep cleaning degreasing done of filters. See the photos of filters after so called deep cleaning and degreasing.
"
10/27/2022,8:47:00 PM,1,Unprofessional & Mannerless team members,"I had booked my apartment for cleaning. Cost shown was Rs. 4999/- which I have agreed to pay but there staff was very irresponsible, unhygienic, Pathetic and unprofessional with no knowledge of cleaning. The cleaner was basically a Auto driver who drived in his auto and he said himself that we never get training from the company. He was just an Auto Rickshaw driver with his 2 boys as cleaner. No manners of speaking with the customers."
10/22/2022,3:15:00 PM,1,Worst and fraud company.....Urban Clap....,"I had the worst experience with Urban company.i booked their intense cleaning services of 2544 amount.they automatically upgraded me their plus membership.

Now they didn't provide me services neither any other slot.

Cherry on the cake , they refunded my amount after deducting membership fees.

As if it's my mistake that they haven't been able to provide me services for which they have deducted my amount."
10/21/2022,10:52:00 PM,3,Unprofessional Unhygienic n Irresponsible service,"The professional keeps on rescheduling the time Original slot of 3.30 pm and he came post 6.30 pm in the evening .
With premium version for 2BHK just finished the work in 2.5 hrs.
All floors post cleaning remains dirty .They walk away without cleaning it properly.....
Corners of ceiling remains untouched ....No proper soap or detergents used to clean basin....all stains remains same in bathroom
we have to keep on moving our heavy furniture back n forth for them.
post cleaning we faced another terrible experience. we have water logging at home as they throw garbage of bathroom cleaning in water outlet which chocked up n reverse water flooded in entire house on next day.
There is so much mental harrassment we faced. I wish I could have claimed back entire money I paid .we have to do so much of cleaning today due to their irresponsible action of yesterday"
10/20/2022,2:43:00 PM,1,"Disaster with ?10,000+ Platinum Cleaning","I had a disastrous experience with Urban Company (UC, formerly Urban Clap). I booked them for the Platinum Cleaning Package for a furnished 4 BHK apartment. Per UC’s website and app, it includes all of the features of the Premium package, plus wet vacuuming of upholstery, among other things.  The experience was quite challenging from the beginning, although the staff with whom I interacted were polite:
- UC was incommunicado between my booking and service time, a period of four days.
- The team was two hours late.
- The team was inadequate, too young, and poorly equipped.
- Their idea of the cleaning contract was different from the UC website and app.
- The team requested cancellation.  My refund from UC fell short of the amount I had paid.
Here are the details:
1. I attempted to book UC’s service in October 2022.  In my first attempt to book cash-on-delivery, the required up front payment of ?1, 000/- was successfully deducted from my bank account, but not credited to my UC service.  It was eventually refunded, but I was asked to rebook using a payment method different from Net Banking.
2. When I rebooked, the payment options required full upfront payment, in excess of ?10, 000/- which I made.
3. The service date was four days after the booking date.  Yet, there was no contact on my mobile, email, or app until 45 minutes before the service time, on the service date.
4. Also, during this period, there was no way for me to contact UC via email, app, or telephone.
5. The service was picked up by Prabhas Mukhiya, a team leader.  I called him up immediately to ascertain whether the team would be on time, given that the scheduled time was only 45 minutes away.  He initially assured me that they would.  I had a total of 6 telephone calls with him.  During that time, he indicated that he was in touch with the team, and that they would be no more than 30-45 minutes late.
6. It turns out that he did not really communicate with them during this period, as he acknowledged.
7. Eventually, at one hour and 45 minutes after the scheduled time, he promised that the team would be there in 10 minutes.  And they were.  The team was nearly two hours late.
8. There were only three of them, although the website indicates 6-8 professionals.  They had only a dry vacuum, and no wet vacuum as required in the Platinum service.
9. They were very young boys, ranging in age from about 13 to about 20.
10. The eldest among them, Deepak Mukhiya, a cousin of the team leader, said that he could arrange for a wet vacuum, but only five seats could be wet-vacuumed.  For seats beyond the first five, I would be charged extra.  There is no such specification on UC’s website or app.
11. I showed them the 4 BHK apartment, and they agreed that the three of them were insufficient to do the job within the promised 8 hours.  The eldest among them began calling other teams.  His calls would either not be picked up, or he would be put on hold.  Eventually, he requested that I cancel the service.
12. I did so, but did not receive a full refund.  It was short ?299/-, which happens to be the annual price of ‘Plus’ membership. I have requested a refund of this amount, but have not received it.
13. I posted multiple feedback items on UC’s website about my experience, including my request for a refund of ?299/-.  There was no response.  Eventually, I posted the observations up to Item #12 above.  Within half an hour, I received a call from UC’s representative, Mr. Gaurav.
I re-outlined my bad experience, and requested the remaining refund of ?299/-.
1. Mr. Gaurav initially said that no refund is possible.
2. I pointed out that the website and app does provide for refund.
3. Then Mr. Gaurav changed his position, and said that the only refund is of the whole amount, at the end of a year, provided the service is not used at all.
4. I pointed out that the website and app does provide for partial refund, of excess of membership fee over the total discounts availed.  For example, if total discount of ?200/- is availed through the year, then the remaining ?99/- is refunded at year-end.
5. Then Mr. Gaurav changed his position again, and acknowledged that a partial refund is possible.  At this point, he spoke with his senior, and returned with an offer to refund ?150/-, while keeping my membership open.  He said he could not refund the remaining ?149/-.
6. Unfortunately, the refund cannot be made in the same way as the original refund, into my Amazon Pay balance.  It can only be done via UPI or Net Banking.  I do not use UPI.  For Net Banking, I have to provide my NEFT details.
7. I indicated to Mr. Gaurav that this partial refund did not address my need, as I desired a full refund with a full cancellation of Plus membership."
10/20/2022,,1, ?10k+ disaster with ‘Platinum’ cleaning package,"I had a disastrous experience with Urban Company (UC, formerly Urban Clap). I booked them for the Platinum Cleaning Package for a furnished 4 BHK apartment. Per UC’s web site and app, it includes all of the features of the Premium package, plus wet vacuuming of upholstery, among other things. The experience was quite challenging from the beginning, although the staff with whom I interacted were polite:
- UC was incommunicado between my booking and service time, a period of four days;
- The team was two hours late;
- The team was inadequate, too young, and poorly equipped;
- Their idea of the cleaning contract was different from the UC web site and app;
- The team requested cancellation. My refund from UC fell short of the amount I had paid.

Here are the details:
1. I attempted to book UC’s service in October 2022. In my first attempt to book cash-on-delivery, the required up front payment of ?1,000/- was successfully deducted from my bank account, but not credited to my UC service. It was eventually refunded, but I was asked to rebook using a payment method different from Net Banking.
2. When I rebooked, the payment options required full up front payment, in excess of ?10,000/- which I made.
3. The service date was four days after the booking date. Yet, there was no contact on my mobile, email, or app until 45 minutes before the service time, on the service date.
4. Also, during this period, there was no way for me to contact UC via email, app, or telephone.
5. The service was picked up by Prabhas Mukhiya, a team leader. I called him up immediately to ascertain whether the team would be on time, given that the scheduled time was only 45 minutes away. He initially assured me that they would. I had a total of 6 telephone calls with him. During that time, he indicated that he was in touch with the team, and that they would be no more than 30-45 minutes late.
6. It turns out that he did not really communicate with them during this period, as he acknowledged.
7. Eventually, at one hour and 45 minutes after the scheduled time, he promised that the team would be there in 10 minutes. And they were. The team was nearly two hours late.
8. There were only three of them, although the web site indicates 6-8 professionals. They had only a dry vacuum, and no wet vacuum as required in the Platinum service.
9. They were very young boys, ranging in age from about 13 to about 20.
10. The eldest among them, Deepak Mukhiya, a cousin of the team leader, said that he could arrange for a wet vacuum, but only five seats could be wet-vacuumed. For seats beyond the first five, I would be charged extra. There is no such specification on UC’s web site or app.
11. I showed them the 4 BHK apartment, and they agreed that the three of them were insufficient to do the job within the promised 8 hours. The eldest among them began calling other teams. His calls would either not be picked up, or he would be put on hold. Eventually, he requested that I cancel the service.
12. I did so, but did not receive a full refund. It was short ?299/-, which happens to be the annual price of ‘Plus’ membership. I have requested a refund of this amount, but have not received it.
13. I posted multiple feedback items on UC’s web site about my experience, including my request for refund of ?299/-. There was no response. Eventually, I posted the observations up to Item #12 above. Within half an hour, I received a call from UC’s representative, Mr. Gaurav.
14. I re-outlined my bad experience, and requested the remaining refund of ?299/-.
* Mr. Gaurav initially said that no refund is possible.
* I pointed out that the web site and app does provide for refund.
* Then Mr. Gaurav changed his position, and said that the only refund is of the whole amount, at the end of a year, provided the service is not used at all.
* I pointed out that the web site and app does provide for partial refund, of excess of membership fee over total discounts availed. For example, if total discount of ?200/- is availed through the year, then remaining ?99/- is refunded at year end.
* Then Mr. Gaurav changed his position again, and acknowledged that a partial refund is possible. At this point, he spoke with his senior, and returned with an offer to refund ?150/-, while keeping my membership open. He said he could not refund the remaining ?149/-.
* Unfortunately, the refund cannot be made in the same way as the original refund, into my Amazon Pay balance. It can only be done via UPI or Net Banking. I do not use UPI. For Net Banking, I have to provide my NEFT details.
* I indicated to Mr. Gaurav that this partial refund did not address my need, as I desired a full refund with a full cancellation of Plus membership.
15. After four hours, I received a call from another representative of UC, Ms. Mehak. She reminded me about the ?150/- refund. I proceeded to provide my NEFT details. She said the money would be credited to my bank in 2-3 days. The ?149/- remains unrefunded."
